Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Store_Age,target
16.43,No Sugar,0.128,Health and Hygiene,158.69,OUT001,High,Tier 2,Supermarket Type1,39,4546.04
15.48,Low Sugar,0.012,Dairy,199.52,OUT003,Medium,Tier 1,Departmental Store,27,5165.52
16.56,Low Sugar,0.106,Fruits and Vegetables,159.4,OUT001,High,Tier 2,Supermarket Type1,39,4589.83
10.61,Low Sugar,0.064,Snack Foods,115.36,OUT001,High,Tier 2,Supermarket Type1,39,2344.5
10.29,Regular,0.088,Fruits and Vegetables,99.94,OUT002,Small,Tier 3,Food Mart,28,1955.97
10.15,Low Sugar,0.032,Baking Goods,60.22,OUT002,Small,Tier 3,Food Mart,28,1110.95
11.65,Regular,0.119,Meat,130.74,OUT004,Medium,Tier 2,Supermarket Type2,17,2893.24
10.34,No Sugar,0.12,Household,126.22,OUT004,Medium,Tier 2,Supermarket Type2,17,2504.11
11.6,Low Sugar,0.039,Snack Foods,167.31,OUT004,Medium,Tier 2,Supermarket Type2,17,3630.7
15.33,No Sugar,0.162,Health and Hygiene,121.02,OUT004,Medium,Tier 2,Supermarket Type2,17,3526.22
16.79,Low Sugar,0.013,Snack Foods,111.26,OUT004,Medium,Tier 2,Supermarket Type2,17,3656.74
14.12,Low Sugar,0.126,Starchy Foods,157.35,OUT004,Medium,Tier 2,Supermarket Type2,17,3996.49
11.74,Low Sugar,0.03,Breakfast,90.7,OUT002,Small,Tier 3,Food Mart,28,2094.27
9.16,Regular,0.018,Snack Foods,95.11,OUT002,Small,Tier 3,Food Mart,28,1602.1
12.07,No Sugar,0.045,Health and Hygiene,151.82,OUT004,Medium,Tier 2,Supermarket Type2,17,3419.12
10.04,Low Sugar,0.168,Snack Foods,111.63,OUT002,Small,Tier 3,Food Mart,28,2139.18
11.54,No Sugar,0.182,Health and Hygiene,135.38,OUT004,Medium,Tier 2,Supermarket Type2,17,2962.54
13.51,Low Sugar,0.018,Snack Foods,186.06,OUT003,Medium,Tier 1,Departmental Store,27,4444.73
15.0,No Sugar,0.056,Health and Hygiene,157.07,OUT001,High,Tier 2,Supermarket Type1,39,4188.5
13.12,No Sugar,0.032,Household,132.45,OUT004,Medium,Tier 2,Supermarket Type2,17,3260.66
11.68,Low Sugar,0.067,Meat,185.12,OUT001,High,Tier 2,Supermarket Type1,39,4011.75
13.72,Low Sugar,0.116,Dairy,149.44,OUT004,Medium,Tier 2,Supermarket Type2,17,3744.54
12.24,Low Sugar,0.031,Meat,146.86,OUT004,Medium,Tier 2,Supermarket Type2,17,3356.78
16.45,No Sugar,0.113,Household,190.83,OUT003,Medium,Tier 1,Departmental Store,27,5207.97
12.56,Low Sugar,0.028,Frozen Foods,109.61,OUT004,Medium,Tier 2,Supermarket Type2,17,2666.15
12.17,Low Sugar,0.041,Soft Drinks,118.81,OUT004,Medium,Tier 2,Supermarket Type2,17,2766.9
13.98,Regular,0.077,Fruits and Vegetables,176.77,OUT003,Medium,Tier 1,Departmental Store,27,4362.79
16.96,Regular,0.08,Dairy,150.74,OUT001,High,Tier 2,Supermarket Type1,39,4503.6
15.04,Low Sugar,0.038,Hard Drinks,178.24,OUT001,High,Tier 2,Supermarket Type1,39,4631.14
11.14,Low Sugar,0.039,Dairy,180.49,OUT004,Medium,Tier 2,Supermarket Type2,17,3796.06
11.67,Low Sugar,0.031,Snack Foods,180.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3923.62
12.39,Low Sugar,0.014,Soft Drinks,120.79,OUT004,Medium,Tier 2,Supermarket Type2,17,2857.92
10.03,Low Sugar,0.027,Soft Drinks,120.4,OUT001,High,Tier 2,Supermarket Type1,39,2315.58
13.63,Low Sugar,0.036,Soft Drinks,171.9,OUT001,High,Tier 2,Supermarket Type1,39,4182.55
14.89,Low Sugar,0.088,Baking Goods,200.39,OUT003,Medium,Tier 1,Departmental Store,27,5051.08
16.92,No Sugar,0.006,Health and Hygiene,184.19,OUT003,Medium,Tier 1,Departmental Store,27,5178.79
14.05,No Sugar,0.04,Health and Hygiene,137.43,OUT004,Medium,Tier 2,Supermarket Type2,17,3573.44
9.55,Regular,0.137,Meat,80.61,OUT002,Small,Tier 3,Food Mart,28,1392.26
15.1,No Sugar,0.113,Others,201.12,OUT003,Medium,Tier 1,Departmental Store,27,5112.84
13.68,Low Sugar,0.105,Soft Drinks,183.97,OUT003,Medium,Tier 1,Departmental Store,27,4441.31
14.11,Low Sugar,0.029,Fruits and Vegetables,186.12,OUT001,High,Tier 2,Supermarket Type1,39,4581.85
9.53,Regular,0.017,Frozen Foods,124.97,OUT002,Small,Tier 3,Food Mart,28,2296.65
12.01,Low Sugar,0.043,Breads,134.66,OUT004,Medium,Tier 2,Supermarket Type2,17,3055.98
16.35,No Sugar,0.06,Household,153.6,OUT003,Medium,Tier 1,Departmental Store,27,4423.44
12.28,Low Sugar,0.026,Snack Foods,154.38,OUT004,Medium,Tier 2,Supermarket Type2,17,3518.7
7.55,Regular,0.126,Canned,99.63,OUT002,Small,Tier 3,Food Mart,28,1330.14
15.1,Low Sugar,0.067,Frozen Foods,122.59,OUT004,Medium,Tier 2,Supermarket Type2,17,3505.43
12.98,No Sugar,0.138,Household,146.5,OUT004,Medium,Tier 2,Supermarket Type2,17,3515.57
11.3,Low Sugar,0.115,Frozen Foods,80.32,OUT002,Small,Tier 3,Food Mart,28,1782.53
10.57,No Sugar,0.084,Household,195.53,OUT004,Medium,Tier 2,Supermarket Type2,17,3975.45
13.82,No Sugar,0.035,Household,151.48,OUT004,Medium,Tier 2,Supermarket Type2,17,4481.31
9.35,Regular,0.04,Fruits and Vegetables,99.2,OUT002,Small,Tier 3,Food Mart,28,1729.21
15.39,Low Sugar,0.09,Breads,154.27,OUT003,Medium,Tier 1,Departmental Store,27,4221.01
13.49,No Sugar,0.032,Health and Hygiene,100.65,OUT004,Medium,Tier 2,Supermarket Type2,17,2692.76
15.3,Low Sugar,0.024,Snack Foods,144.34,OUT004,Medium,Tier 2,Supermarket Type2,17,3995.36
12.31,Low Sugar,0.035,Breads,136.34,OUT004,Medium,Tier 2,Supermarket Type2,17,3155.91
14.95,Low Sugar,0.04,Snack Foods,183.23,OUT001,High,Tier 2,Supermarket Type1,39,4714.05
12.84,Low Sugar,0.093,Snack Foods,128.06,OUT004,Medium,Tier 2,Supermarket Type2,17,3106.46
13.73,No Sugar,0.089,Household,172.36,OUT003,Medium,Tier 1,Departmental Store,27,4214.17
13.17,Regular,0.034,Fruits and Vegetables,164.63,OUT002,Small,Tier 3,Food Mart,28,1011.57
12.43,Low Sugar,0.233,Soft Drinks,161.15,OUT004,Medium,Tier 2,Supermarket Type2,17,3691.03
7.27,Low Sugar,0.061,Soft Drinks,134.1,OUT002,Small,Tier 3,Food Mart,28,1973.12
15.77,No Sugar,0.009,Others,157.63,OUT003,Medium,Tier 1,Departmental Store,27,4374.63
13.62,No Sugar,0.021,Health and Hygiene,121.39,OUT004,Medium,Tier 2,Supermarket Type2,17,3146.23
11.09,Low Sugar,0.006,Frozen Foods,140.83,OUT004,Medium,Tier 2,Supermarket Type2,17,2972.53
10.05,Low Sugar,0.167,Snack Foods,123.55,OUT001,High,Tier 2,Supermarket Type1,39,2385.41
9.21,Low Sugar,0.085,Baking Goods,131.19,OUT001,High,Tier 2,Supermarket Type1,39,2351.23
12.32,Regular,0.032,Soft Drinks,181.1,OUT001,High,Tier 2,Supermarket Type1,39,4075.27
10.93,Low Sugar,0.018,Soft Drinks,173.95,OUT004,Medium,Tier 2,Supermarket Type2,17,3614.0
13.53,Regular,0.019,Dairy,123.41,OUT004,Medium,Tier 2,Supermarket Type2,17,3168.28
11.03,Low Sugar,0.028,Snack Foods,172.58,OUT004,Medium,Tier 2,Supermarket Type2,17,3609.33
10.45,Regular,0.021,Snack Foods,161.39,OUT004,Medium,Tier 2,Supermarket Type2,17,3248.31
10.69,Low Sugar,0.127,Baking Goods,115.27,OUT001,High,Tier 2,Supermarket Type1,39,2360.83
10.68,Low Sugar,0.033,Snack Foods,72.37,OUT001,High,Tier 2,Supermarket Type1,39,4790.98
19.09,Low Sugar,0.077,Fruits and Vegetables,181.58,OUT003,Medium,Tier 1,Departmental Store,27,5614.09
13.62,Low Sugar,0.011,Snack Foods,177.88,OUT003,Medium,Tier 1,Departmental Store,27,4302.4
9.37,Low Sugar,0.111,Dairy,135.92,OUT001,High,Tier 2,Supermarket Type1,39,2484.71
10.46,Low Sugar,0.077,Dairy,107.28,OUT002,Small,Tier 3,Food Mart,28,2144.15
11.71,No Sugar,0.061,Health and Hygiene,165.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3617.53
9.16,Low Sugar,0.026,Fruits and Vegetables,86.38,OUT002,Small,Tier 3,Food Mart,28,1423.14
13.52,Low Sugar,0.019,Frozen Foods,137.98,OUT004,Medium,Tier 2,Supermarket Type2,17,3463.59
11.16,Low Sugar,0.042,Soft Drinks,89.14,OUT002,Small,Tier 3,Food Mart,28,1930.81
12.66,Regular,0.115,Snack Foods,132.52,OUT004,Medium,Tier 2,Supermarket Type2,17,3158.98
9.16,Low Sugar,0.047,Dairy,123.95,OUT002,Small,Tier 3,Food Mart,28,2192.38
13.28,No Sugar,0.018,Household,142.71,OUT004,Medium,Tier 2,Supermarket Type2,17,3506.32
14.98,No Sugar,0.086,Health and Hygiene,116.36,OUT004,Medium,Tier 2,Supermarket Type2,17,3352.54
9.14,No Sugar,0.082,Health and Hygiene,131.77,OUT001,High,Tier 2,Supermarket Type1,39,2347.43
12.89,Low Sugar,0.026,Hard Drinks,152.4,OUT002,Small,Tier 3,Food Mart,28,1290.81
8.93,No Sugar,0.117,Household,178.62,OUT004,Medium,Tier 2,Supermarket Type2,17,3259.2
8.25,Low Sugar,0.108,Soft Drinks,113.37,OUT002,Small,Tier 3,Food Mart,28,1768.94
16.79,Low Sugar,0.038,Fruits and Vegetables,189.92,OUT003,Medium,Tier 1,Departmental Store,27,5266.58
12.79,No Sugar,0.076,Household,136.98,OUT004,Medium,Tier 2,Supermarket Type2,17,3279.14
8.34,Low Sugar,0.069,Baking Goods,124.99,OUT002,Small,Tier 3,Food Mart,28,2026.86
9.84,Low Sugar,0.032,Fruits and Vegetables,103.94,OUT002,Small,Tier 3,Food Mart,28,1936.64
15.76,Low Sugar,0.103,Baking Goods,188.46,OUT002,Small,Tier 3,Food Mart,28,2221.71
10.58,Low Sugar,0.009,Seafood,99.47,OUT002,Small,Tier 3,Food Mart,28,2012.38
14.16,Low Sugar,0.063,Snack Foods,129.12,OUT004,Medium,Tier 2,Supermarket Type2,17,3427.3
14.1,No Sugar,0.052,Household,138.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3610.44
14.49,Low Sugar,0.006,Starchy Foods,132.28,OUT004,Medium,Tier 2,Supermarket Type2,17,3566.64
10.75,Low Sugar,0.007,Snack Foods,89.33,OUT002,Small,Tier 3,Food Mart,28,1841.79
10.18,Regular,0.152,Soft Drinks,144.85,OUT004,Medium,Tier 2,Supermarket Type2,17,2849.82
12.21,Low Sugar,0.045,Frozen Foods,132.91,OUT004,Medium,Tier 2,Supermarket Type2,17,3065.05
9.58,Low Sugar,0.03,Canned,131.72,OUT001,High,Tier 2,Supermarket Type1,39,2446.41
14.12,Regular,0.039,Meat,174.02,OUT003,Medium,Tier 1,Departmental Store,27,4336.33
14.85,Low Sugar,0.113,Snack Foods,177.8,OUT002,Small,Tier 3,Food Mart,28,1766.25
12.73,No Sugar,0.016,Health and Hygiene,112.75,OUT004,Medium,Tier 2,Supermarket Type2,17,2768.4
13.86,Low Sugar,0.039,Canned,146.29,OUT004,Medium,Tier 2,Supermarket Type2,17,3710.2
13.58,No Sugar,0.022,Household,145.46,OUT004,Medium,Tier 2,Supermarket Type2,17,3630.44
12.36,Low Sugar,0.017,Frozen Foods,139.8,OUT004,Medium,Tier 2,Supermarket Type2,17,3238.85
13.13,Regular,0.01,Snack Foods,97.63,OUT004,Medium,Tier 2,Supermarket Type2,17,2549.66
12.39,Regular,0.14,Breakfast,137.74,OUT004,Medium,Tier 2,Supermarket Type2,17,3204.52
14.83,Regular,0.021,Soft Drinks,147.13,OUT004,Medium,Tier 2,Supermarket Type2,17,3946.78
11.28,Low Sugar,0.04,Snack Foods,122.68,OUT004,Medium,Tier 2,Supermarket Type2,17,2645.02
14.74,Low Sugar,0.028,Fruits and Vegetables,173.42,OUT003,Medium,Tier 1,Departmental Store,27,4465.83
8.7,Low Sugar,0.14,Frozen Foods,136.65,OUT001,High,Tier 2,Supermarket Type1,39,2348.53
12.49,No Sugar,0.006,Health and Hygiene,142.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3326.12
13.45,Low Sugar,0.094,Baking Goods,192.35,OUT001,High,Tier 2,Supermarket Type1,39,4561.74
13.68,No Sugar,0.115,Household,127.8,OUT004,Medium,Tier 2,Supermarket Type2,17,3292.5
11.33,No Sugar,0.177,Health and Hygiene,103.49,OUT002,Small,Tier 3,Food Mart,28,2262.79
9.8,Low Sugar,0.084,Breads,155.16,OUT004,Medium,Tier 2,Supermarket Type2,17,2975.47
9.99,Low Sugar,0.162,Frozen Foods,116.09,OUT002,Small,Tier 3,Food Mart,28,2218.05
16.5,Low Sugar,0.11,Canned,160.79,OUT001,High,Tier 2,Supermarket Type1,39,4605.22
11.37,Regular,0.024,Meat,179.25,OUT004,Medium,Tier 2,Supermarket Type2,17,3822.88
12.53,No Sugar,0.123,Household,141.93,OUT004,Medium,Tier 2,Supermarket Type2,17,3321.26
10.46,Low Sugar,0.115,Starchy Foods,181.17,OUT004,Medium,Tier 2,Supermarket Type2,17,3655.17
9.72,Low Sugar,0.03,Snack Foods,102.91,OUT002,Small,Tier 3,Food Mart,28,1887.4
14.24,No Sugar,0.024,Health and Hygiene,124.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3356.53
14.05,No Sugar,0.079,Health and Hygiene,113.29,OUT004,Medium,Tier 2,Supermarket Type2,17,3079.61
9.92,Regular,0.033,Canned,129.55,OUT001,High,Tier 2,Supermarket Type1,39,2477.23
8.9,Low Sugar,0.108,Snack Foods,149.8,OUT004,Medium,Tier 2,Supermarket Type2,17,2660.66
9.2,Regular,0.093,Fruits and Vegetables,102.51,OUT002,Small,Tier 3,Food Mart,28,1762.42
9.02,Low Sugar,0.072,Canned,103.58,OUT002,Small,Tier 3,Food Mart,28,1743.54
13.84,Low Sugar,0.039,Baking Goods,174.45,OUT003,Medium,Tier 1,Departmental Store,27,4283.43
17.46,Low Sugar,0.121,Fruits and Vegetables,230.51,OUT003,Medium,Tier 1,Departmental Store,27,6248.81
9.01,No Sugar,0.021,Health and Hygiene,119.22,OUT002,Small,Tier 3,Food Mart,28,2061.97
13.29,Low Sugar,0.21,Canned,162.14,OUT004,Medium,Tier 2,Supermarket Type2,17,3905.54
10.41,Low Sugar,0.021,Canned,151.97,OUT004,Medium,Tier 2,Supermarket Type2,17,3047.85
10.43,No Sugar,0.071,Household,110.95,OUT002,Small,Tier 3,Food Mart,28,2213.07
12.8,Low Sugar,0.03,Frozen Foods,135.8,OUT004,Medium,Tier 2,Supermarket Type2,17,3257.72
12.08,Regular,0.107,Frozen Foods,131.75,OUT004,Medium,Tier 2,Supermarket Type2,17,3010.38
11.33,Low Sugar,0.11,Soft Drinks,118.73,OUT004,Medium,Tier 2,Supermarket Type2,17,4769.42
14.16,Regular,0.046,Snack Foods,161.31,OUT001,High,Tier 2,Supermarket Type1,39,4085.03
9.58,Low Sugar,0.126,Baking Goods,170.34,OUT004,Medium,Tier 2,Supermarket Type2,17,3235.21
14.36,Regular,0.024,Hard Drinks,160.21,OUT001,High,Tier 2,Supermarket Type1,39,4109.15
10.53,Low Sugar,0.024,Meat,89.82,OUT002,Small,Tier 3,Food Mart,28,1803.84
11.41,Regular,0.034,Canned,131.14,OUT004,Medium,Tier 2,Supermarket Type2,17,2847.52
14.58,No Sugar,0.295,Health and Hygiene,161.96,OUT001,High,Tier 2,Supermarket Type1,39,4195.39
11.91,Low Sugar,0.032,Fruits and Vegetables,135.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3056.99
12.97,Regular,0.131,Fruits and Vegetables,174.0,OUT001,High,Tier 2,Supermarket Type1,39,4075.66
17.15,Regular,0.019,Fruits and Vegetables,142.09,OUT003,Medium,Tier 1,Departmental Store,27,4367.62
12.47,Regular,0.053,Meat,173.88,OUT004,Medium,Tier 2,Supermarket Type2,17,3962.26
10.62,Low Sugar,0.096,Fruits and Vegetables,117.65,OUT001,High,Tier 2,Supermarket Type1,39,2393.16
15.46,Low Sugar,0.028,Frozen Foods,197.86,OUT003,Medium,Tier 1,Departmental Store,27,5127.44
13.04,Low Sugar,0.028,Breads,126.64,OUT003,Medium,Tier 1,Departmental Store,27,6660.96
16.59,Low Sugar,0.021,Breads,221.88,OUT003,Medium,Tier 1,Departmental Store,27,5873.44
16.57,No Sugar,0.062,Health and Hygiene,214.52,OUT003,Medium,Tier 1,Departmental Store,27,5719.47
12.04,Regular,0.011,Snack Foods,153.42,OUT003,Medium,Tier 1,Departmental Store,27,6722.57
14.61,Low Sugar,0.111,Canned,152.39,OUT001,High,Tier 2,Supermarket Type1,39,4004.54
8.47,Regular,0.033,Soft Drinks,116.52,OUT002,Small,Tier 3,Food Mart,28,1882.78
11.18,Low Sugar,0.093,Fruits and Vegetables,137.91,OUT004,Medium,Tier 2,Supermarket Type2,17,2932.75
16.72,Low Sugar,0.021,Snack Foods,174.48,OUT003,Medium,Tier 1,Departmental Store,27,4933.27
13.22,Regular,0.031,Canned,150.63,OUT004,Medium,Tier 2,Supermarket Type2,17,3654.6
12.94,Low Sugar,0.035,Soft Drinks,167.73,OUT004,Medium,Tier 2,Supermarket Type2,17,3942.57
15.19,Low Sugar,0.191,Fruits and Vegetables,154.18,OUT001,High,Tier 2,Supermarket Type1,39,4172.46
11.41,Low Sugar,0.076,Fruits and Vegetables,144.24,OUT004,Medium,Tier 2,Supermarket Type2,17,3115.23
16.95,Regular,0.042,Fruits and Vegetables,194.85,OUT003,Medium,Tier 1,Departmental Store,27,5403.97
12.37,Low Sugar,0.048,Breads,146.7,OUT004,Medium,Tier 2,Supermarket Type2,17,3383.69
13.1,Low Sugar,0.007,Dairy,176.31,OUT001,High,Tier 2,Supermarket Type1,39,4153.02
15.7,Low Sugar,0.154,Frozen Foods,180.84,OUT001,High,Tier 2,Supermarket Type1,39,4833.0
13.61,Low Sugar,0.124,Dairy,157.98,OUT004,Medium,Tier 2,Supermarket Type2,17,3894.16
14.88,Low Sugar,0.292,Dairy,186.77,OUT001,High,Tier 2,Supermarket Type1,39,4769.76
11.75,Low Sugar,0.035,Fruits and Vegetables,197.72,OUT003,Medium,Tier 1,Departmental Store,27,4286.72
13.53,Regular,0.11,Frozen Foods,160.24,OUT004,Medium,Tier 2,Supermarket Type2,17,3920.91
15.29,Low Sugar,0.022,Frozen Foods,165.01,OUT003,Medium,Tier 1,Departmental Store,27,4416.94
12.11,Low Sugar,0.126,Breakfast,165.01,OUT004,Medium,Tier 2,Supermarket Type2,17,3697.5
7.44,Low Sugar,0.076,Snack Foods,78.77,OUT002,Small,Tier 3,Food Mart,28,877.75
10.36,Low Sugar,0.026,Frozen Foods,129.89,OUT004,Medium,Tier 2,Supermarket Type2,17,2584.38
14.12,No Sugar,0.059,Others,148.13,OUT004,Medium,Tier 2,Supermarket Type2,17,3808.19
9.45,Regular,0.083,Frozen Foods,133.99,OUT001,High,Tier 2,Supermarket Type1,39,2463.32
8.92,Low Sugar,0.173,Canned,142.67,OUT004,Medium,Tier 2,Supermarket Type2,17,2519.65
13.03,Low Sugar,0.046,Meat,146.2,OUT004,Medium,Tier 2,Supermarket Type2,17,3521.88
10.61,Low Sugar,0.124,Fruits and Vegetables,152.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3106.52
14.8,Low Sugar,0.014,Breads,115.71,OUT004,Medium,Tier 2,Supermarket Type2,17,3298.19
15.06,Low Sugar,0.292,Snack Foods,159.13,OUT003,Medium,Tier 1,Departmental Store,27,4244.59
12.47,Low Sugar,0.035,Soft Drinks,147.92,OUT004,Medium,Tier 2,Supermarket Type2,17,3429.8
11.25,Low Sugar,0.055,Snack Foods,169.97,OUT004,Medium,Tier 2,Supermarket Type2,17,3606.22
15.72,Regular,0.018,Breads,187.38,OUT003,Medium,Tier 1,Departmental Store,27,4971.94
15.56,Low Sugar,0.173,Dairy,179.53,OUT001,High,Tier 2,Supermarket Type1,39,4774.57
11.84,No Sugar,0.122,Others,140.23,OUT004,Medium,Tier 2,Supermarket Type2,17,3129.85
9.71,Regular,0.051,Frozen Foods,202.69,OUT003,Medium,Tier 1,Departmental Store,27,6299.08
12.1,No Sugar,0.094,Household,151.61,OUT004,Medium,Tier 2,Supermarket Type2,17,3422.5
9.12,Regular,0.036,Frozen Foods,106.5,OUT002,Small,Tier 3,Food Mart,28,1825.09
12.74,Regular,0.048,Breads,162.51,OUT004,Medium,Tier 2,Supermarket Type2,17,3790.61
9.17,Low Sugar,0.027,Frozen Foods,93.63,OUT002,Small,Tier 3,Food Mart,28,1573.4
15.51,Regular,0.073,Soft Drinks,170.86,OUT001,High,Tier 2,Supermarket Type1,39,4585.58
13.04,Low Sugar,0.019,Dairy,107.5,OUT004,Medium,Tier 2,Supermarket Type2,17,2731.45
12.49,No Sugar,0.036,Health and Hygiene,151.74,OUT004,Medium,Tier 2,Supermarket Type2,17,3512.8
13.88,Low Sugar,0.032,Canned,177.26,OUT001,High,Tier 2,Supermarket Type1,39,2849.93
13.86,Low Sugar,0.053,Canned,143.94,OUT004,Medium,Tier 2,Supermarket Type2,17,3663.5
10.55,Low Sugar,0.03,Snack Foods,132.86,OUT004,Medium,Tier 2,Supermarket Type2,17,2688.46
15.34,Regular,0.092,Snack Foods,139.39,OUT004,Medium,Tier 2,Supermarket Type2,17,3905.4
13.23,Low Sugar,0.075,Dairy,174.43,OUT001,High,Tier 2,Supermarket Type1,39,4143.86
14.45,Regular,0.024,Snack Foods,86.51,OUT004,Medium,Tier 2,Supermarket Type2,17,2620.43
12.9,Regular,0.014,Canned,136.17,OUT004,Medium,Tier 2,Supermarket Type2,17,3286.0
17.91,Low Sugar,0.028,Breads,171.88,OUT003,Medium,Tier 1,Departmental Store,27,5149.46
13.38,No Sugar,0.092,Health and Hygiene,99.68,OUT004,Medium,Tier 2,Supermarket Type2,17,2649.11
9.86,Regular,0.057,Frozen Foods,102.3,OUT003,Medium,Tier 1,Departmental Store,27,5174.91
15.94,Low Sugar,0.1,Soft Drinks,146.68,OUT001,High,Tier 2,Supermarket Type1,39,4189.45
14.06,No Sugar,0.026,Household,185.91,OUT001,High,Tier 2,Supermarket Type1,39,4566.18
12.0,No Sugar,0.149,Health and Hygiene,106.22,OUT001,High,Tier 2,Supermarket Type1,39,2470.78
13.34,No Sugar,0.042,Household,159.57,OUT004,Medium,Tier 2,Supermarket Type2,17,3864.76
12.61,Low Sugar,0.074,Frozen Foods,106.46,OUT004,Medium,Tier 2,Supermarket Type2,17,2614.54
14.49,Low Sugar,0.011,Dairy,203.67,OUT003,Medium,Tier 1,Departmental Store,27,5027.03
15.42,Regular,0.047,Meat,150.21,OUT002,Small,Tier 3,Food Mart,28,1594.65
14.28,Low Sugar,0.121,Frozen Foods,152.84,OUT004,Medium,Tier 2,Supermarket Type2,17,3939.24
11.8,Regular,0.016,Canned,156.64,OUT004,Medium,Tier 2,Supermarket Type2,17,3456.59
7.86,Low Sugar,0.12,Snack Foods,144.42,OUT001,High,Tier 2,Supermarket Type1,39,2316.49
15.3,Low Sugar,0.112,Snack Foods,194.14,OUT003,Medium,Tier 1,Departmental Store,27,5014.31
13.84,Regular,0.176,Snack Foods,171.83,OUT003,Medium,Tier 1,Departmental Store,27,4228.57
12.61,Low Sugar,0.016,Breakfast,120.22,OUT004,Medium,Tier 2,Supermarket Type2,17,2894.69
13.0,Low Sugar,0.111,Snack Foods,133.1,OUT004,Medium,Tier 2,Supermarket Type2,17,3246.94
16.09,Low Sugar,0.015,Snack Foods,186.55,OUT003,Medium,Tier 1,Departmental Store,27,5037.97
13.3,Regular,0.03,Canned,156.27,OUT004,Medium,Tier 2,Supermarket Type2,17,3787.7
12.49,Low Sugar,0.027,Baking Goods,130.06,OUT004,Medium,Tier 2,Supermarket Type2,17,3069.39
11.14,Low Sugar,0.089,Snack Foods,174.32,OUT004,Medium,Tier 2,Supermarket Type2,17,3670.64
13.17,Regular,0.044,Meat,214.77,OUT001,High,Tier 2,Supermarket Type1,39,4955.81
15.48,Low Sugar,0.098,Snack Foods,138.1,OUT004,Medium,Tier 2,Supermarket Type2,17,3909.85
13.61,Low Sugar,0.026,Canned,108.18,OUT002,Small,Tier 3,Food Mart,28,1338.06
16.44,Low Sugar,0.233,Snack Foods,124.57,OUT004,Medium,Tier 2,Supermarket Type2,17,3849.32
16.04,Low Sugar,0.054,Snack Foods,173.2,OUT001,High,Tier 2,Supermarket Type1,39,4753.32
14.8,No Sugar,0.154,Household,161.76,OUT003,Medium,Tier 1,Departmental Store,27,4239.81
10.41,Regular,0.032,Baking Goods,189.38,OUT004,Medium,Tier 2,Supermarket Type2,17,2549.72
11.94,No Sugar,0.138,Household,176.77,OUT004,Medium,Tier 2,Supermarket Type2,17,3900.37
12.96,No Sugar,0.071,Household,102.52,OUT004,Medium,Tier 2,Supermarket Type2,17,2612.98
12.76,Regular,0.161,Dairy,147.1,OUT004,Medium,Tier 2,Supermarket Type2,17,3479.69
6.16,Low Sugar,0.047,Fruits and Vegetables,96.51,OUT001,High,Tier 2,Supermarket Type1,39,4439.28
13.06,Low Sugar,0.038,Canned,131.62,OUT004,Medium,Tier 2,Supermarket Type2,17,3230.3
15.15,Regular,0.035,Baking Goods,149.24,OUT001,High,Tier 2,Supermarket Type1,39,4062.89
12.44,Low Sugar,0.025,Fruits and Vegetables,157.96,OUT004,Medium,Tier 2,Supermarket Type2,17,3628.14
10.65,Low Sugar,0.055,Snack Foods,154.47,OUT004,Medium,Tier 2,Supermarket Type2,17,3153.49
11.93,Low Sugar,0.102,Breads,109.5,OUT004,Medium,Tier 2,Supermarket Type2,17,2522.31
10.09,Low Sugar,0.071,Fruits and Vegetables,156.72,OUT004,Medium,Tier 2,Supermarket Type2,17,3073.14
11.43,No Sugar,0.079,Household,133.54,OUT004,Medium,Tier 2,Supermarket Type2,17,2900.24
11.71,Low Sugar,0.106,Dairy,195.75,OUT003,Medium,Tier 1,Departmental Store,27,4236.09
10.93,Regular,0.171,Dairy,146.74,OUT004,Medium,Tier 2,Supermarket Type2,17,3058.1
12.92,Low Sugar,0.017,Baking Goods,133.41,OUT004,Medium,Tier 2,Supermarket Type2,17,3235.99
10.89,Low Sugar,0.021,Canned,134.76,OUT004,Medium,Tier 2,Supermarket Type2,17,2803.56
11.85,No Sugar,0.045,Household,147.18,OUT004,Medium,Tier 2,Supermarket Type2,17,3274.24
13.01,Low Sugar,0.077,Canned,168.09,OUT004,Medium,Tier 2,Supermarket Type2,17,3964.78
12.36,Low Sugar,0.188,Starchy Foods,152.56,OUT004,Medium,Tier 2,Supermarket Type2,17,3500.27
15.18,Low Sugar,0.094,Dairy,146.11,OUT001,High,Tier 2,Supermarket Type1,39,4005.13
12.86,Low Sugar,0.149,Frozen Foods,164.67,OUT004,Medium,Tier 2,Supermarket Type2,17,3860.66
15.09,Low Sugar,0.057,Meat,154.83,OUT001,High,Tier 2,Supermarket Type1,39,4164.61
9.96,No Sugar,0.038,Others,140.95,OUT004,Medium,Tier 2,Supermarket Type2,17,2720.64
13.72,Low Sugar,0.051,Hard Drinks,144.15,OUT004,Medium,Tier 2,Supermarket Type2,17,3636.68
